ano,conta_alfa,coeff,versao
2023,ACVarejoRural,411.552228401458,corrigida IPCA
2023,AFIndustBenef,899.4747304976883,corrigida IPCA
2023,AGIndustTransf,804.8677766313588,corrigida IPCA
2023,AHAtacado,1890.0695966479536,corrigida IPCA
2023,AIVarejoUrbano,411.552228401458,corrigida IPCA
2023,BFIndustBenef,899.4747304976883,corrigida IPCA
2023,BGIndustTransf,804.8677766313588,corrigida IPCA
2023,BHAtacado,1890.0695966479536,corrigida IPCA
2023,BIVarejoUrbano,411.552228401458,corrigida IPCA
2023,CFIndustBenef,899.4747304976883,corrigida IPCA
2023,CGIndustTransf,804.8677766313588,corrigida IPCA
2023,CHAtacado,1890.0695966479536,corrigida IPCA
2023,CIVarejoUrbano,411.552228401458,corrigida IPCA
